,certificate,director_name,genre,gross_value,imdb_ratings,metscores,movie_description,movie_names,runtime,star_cast,votes,year_release
1162,R,Luis Prieto,Crime,30718107,5.9,44,['A mother stops at nothing to recover her kidnapped son.'],Kidnap,95,Luis Prieto,22224,2017
1163,R,Luis Prieto,Drama,30718107,5.9,44,['A mother stops at nothing to recover her kidnapped son.'],Kidnap,95,Luis Prieto,22224,2017
1164,R,Luis Prieto,Action,30718107,5.9,44,['A mother stops at nothing to recover her kidnapped son.'],Kidnap,95,Halle Berry,22224,2017
1165,R,Luis Prieto,Crime,30718107,5.9,44,['A mother stops at nothing to recover her kidnapped son.'],Kidnap,95,Halle Berry,22224,2017
1166,R,Luis Prieto,Drama,30718107,5.9,44,['A mother stops at nothing to recover her kidnapped son.'],Kidnap,95,Halle Berry,22224,2017
1167,R,Luis Prieto,Action,30718107,5.9,44,['A mother stops at nothing to recover her kidnapped son.'],Kidnap,95,Sage Correa,22224,2017
1168,R,Luis Prieto,Crime,30718107,5.9,44,['A mother stops at nothing to recover her kidnapped son.'],Kidnap,95,Sage Correa,22224,2017
1169,R,Luis Prieto,Drama,30718107,5.9,44,['A mother stops at nothing to recover her kidnapped son.'],Kidnap,95,Sage Correa,22224,2017
1170,R,Luis Prieto,Action,30718107,5.9,44,['A mother stops at nothing to recover her kidnapped son.'],Kidnap,95,Chris McGinn,22224,2017
1171,R,Luis Prieto,Crime,30718107,5.9,44,['A mother stops at nothing to recover her kidnapped son.'],Kidnap,95,Chris McGinn,22224,2017
1172,R,Luis Prieto,Drama,30718107,5.9,44,['A mother stops at nothing to recover her kidnapped son.'],Kidnap,95,Chris McGinn,22224,2017
1173,TV-MA,Zak Hilditch,Crime,,6.3,70,"['A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to participate.']",1922,102,Zak Hilditch,20748,2017
1174,TV-MA,Zak Hilditch,Drama,,6.3,70,"['A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to participate.']",1922,102,Zak Hilditch,20748,2017
1175,TV-MA,Zak Hilditch,Mystery,,6.3,70,"['A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to participate.']",1922,102,Zak Hilditch,20748,2017
1176,TV-MA,Zak Hilditch,Crime,,6.3,70,"['A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to participate.']",1922,102,Thomas Jane,20748,2017
1177,TV-MA,Zak Hilditch,Drama,,6.3,70,"['A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to participate.']",1922,102,Thomas Jane,20748,2017
1178,TV-MA,Zak Hilditch,Mystery,,6.3,70,"['A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to participate.']",1922,102,Thomas Jane,20748,2017
1179,TV-MA,Zak Hilditch,Crime,,6.3,70,"['A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to participate.']",1922,102,Molly Parker,20748,2017
1180,TV-MA,Zak Hilditch,Drama,,6.3,70,"['A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to participate.']",1922,102,Molly Parker,20748,2017
1181,TV-MA,Zak Hilditch,Mystery,,6.3,70,"['A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to participate.']",1922,102,Molly Parker,20748,2017
1182,TV-MA,Zak Hilditch,Crime,,6.3,70,"['A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to participate.']",1922,102,Dylan Schmid,20748,2017
1183,TV-MA,Zak Hilditch,Drama,,6.3,70,"['A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to participate.']",1922,102,Dylan Schmid,20748,2017
1184,TV-MA,Zak Hilditch,Mystery,,6.3,70,"['A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to participate.']",1922,102,Dylan Schmid,20748,2017
1185,R,Andrew Jay Cohen,Comedy,25481529,5.6,30,"[""After the town takes away their daughter's college scholarship, a couple start an illegal casino in their friend's house to make back the money.""]",The House,88,Andrew Jay Cohen,20675,2017
1186,R,Andrew Jay Cohen,Comedy,25481529,5.6,30,"[""After the town takes away their daughter's college scholarship, a couple start an illegal casino in their friend's house to make back the money.""]",The House,88,Will Ferrell,20675,2017
1187,R,Andrew Jay Cohen,Comedy,25481529,5.6,30,"[""After the town takes away their daughter's college scholarship, a couple start an illegal casino in their friend's house to make back the money.""]",The House,88,Amy Poehler,20675,2017
1188,R,Andrew Jay Cohen,Comedy,25481529,5.6,30,"[""After the town takes away their daughter's college scholarship, a couple start an illegal casino in their friend's house to make back the money.""]",The House,88,Ryan Simpkins,20675,2017
1189,R,Baran bo Odar,Action,20757977,5.6,34,['A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.'],Sleepless,95,Baran bo Odar,20568,2017
1190,R,Baran bo Odar,Crime,20757977,5.6,34,['A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.'],Sleepless,95,Baran bo Odar,20568,2017
1191,R,Baran bo Odar,Thriller,20757977,5.6,34,['A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.'],Sleepless,95,Baran bo Odar,20568,2017
1192,R,Baran bo Odar,Action,20757977,5.6,34,['A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.'],Sleepless,95,Jamie Foxx,20568,2017
1193,R,Baran bo Odar,Crime,20757977,5.6,34,['A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.'],Sleepless,95,Jamie Foxx,20568,2017
1194,R,Baran bo Odar,Thriller,20757977,5.6,34,['A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.'],Sleepless,95,Jamie Foxx,20568,2017
1195,R,Baran bo Odar,Action,20757977,5.6,34,['A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.'],Sleepless,95,Michelle Monaghan,20568,2017
1196,R,Baran bo Odar,Crime,20757977,5.6,34,['A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.'],Sleepless,95,Michelle Monaghan,20568,2017
1197,R,Baran bo Odar,Thriller,20757977,5.6,34,['A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.'],Sleepless,95,Michelle Monaghan,20568,2017
1198,R,Baran bo Odar,Action,20757977,5.6,34,['A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.'],Sleepless,95,Dermot Mulroney,20568,2017
1199,R,Baran bo Odar,Crime,20757977,5.6,34,['A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.'],Sleepless,95,Dermot Mulroney,20568,2017
1200,R,Baran bo Odar,Thriller,20757977,5.6,34,['A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.'],Sleepless,95,Dermot Mulroney,20568,2017
1201,PG-13,Niels Arden Oplev,Drama,16866403,5.2,27,"['Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.']",Flatliners,109,Niels Arden Oplev,20561,2017
1203,PG-13,Niels Arden Oplev,fi,16866403,5.2,27,"['Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.']",Flatliners,109,Niels Arden Oplev,20561,2017
1204,PG-13,Niels Arden Oplev,Thriller,16866403,5.2,27,"['Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.']",Flatliners,109,Niels Arden Oplev,20561,2017
1205,PG-13,Niels Arden Oplev,Drama,16866403,5.2,27,"['Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.']",Flatliners,109,Ellen Page,20561,2017
1207,PG-13,Niels Arden Oplev,fi,16866403,5.2,27,"['Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.']",Flatliners,109,Ellen Page,20561,2017
1208,PG-13,Niels Arden Oplev,Thriller,16866403,5.2,27,"['Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.']",Flatliners,109,Ellen Page,20561,2017
1209,PG-13,Niels Arden Oplev,Drama,16866403,5.2,27,"['Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.']",Flatliners,109,Diego Luna,20561,2017
1211,PG-13,Niels Arden Oplev,fi,16866403,5.2,27,"['Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.']",Flatliners,109,Diego Luna,20561,2017
1212,PG-13,Niels Arden Oplev,Thriller,16866403,5.2,27,"['Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.']",Flatliners,109,Diego Luna,20561,2017
1213,PG-13,Niels Arden Oplev,Drama,16866403,5.2,27,"['Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.']",Flatliners,109,Nina Dobrev,20561,2017
1215,PG-13,Niels Arden Oplev,fi,16866403,5.2,27,"['Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.']",Flatliners,109,Nina Dobrev,20561,2017
1216,PG-13,Niels Arden Oplev,Thriller,16866403,5.2,27,"['Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.']",Flatliners,109,Nina Dobrev,20561,2017
1217,TV-MA,Noah Baumbach,Comedy,,7,79,['An estranged family gathers together in New York for an event celebrating the artistic work of their father.'],The Meyerowitz Stories (New and Selected),112,Noah Baumbach,20443,2017
1218,TV-MA,Noah Baumbach,Drama,,7,79,['An estranged family gathers together in New York for an event celebrating the artistic work of their father.'],The Meyerowitz Stories (New and Selected),112,Noah Baumbach,20443,2017
1219,TV-MA,Noah Baumbach,Comedy,,7,79,['An estranged family gathers together in New York for an event celebrating the artistic work of their father.'],The Meyerowitz Stories (New and Selected),112,Adam Sandler,20443,2017
1220,TV-MA,Noah Baumbach,Drama,,7,79,['An estranged family gathers together in New York for an event celebrating the artistic work of their father.'],The Meyerowitz Stories (New and Selected),112,Adam Sandler,20443,2017
1221,TV-MA,Noah Baumbach,Comedy,,7,79,['An estranged family gathers together in New York for an event celebrating the artistic work of their father.'],The Meyerowitz Stories (New and Selected),112,Grace Van Patten,20443,2017
1222,TV-MA,Noah Baumbach,Drama,,7,79,['An estranged family gathers together in New York for an event celebrating the artistic work of their father.'],The Meyerowitz Stories (New and Selected),112,Grace Van Patten,20443,2017
1223,TV-MA,Noah Baumbach,Comedy,,7,79,['An estranged family gathers together in New York for an event celebrating the artistic work of their father.'],The Meyerowitz Stories (New and Selected),112,Dustin Hoffman,20443,2017
1224,TV-MA,Noah Baumbach,Drama,,7,79,['An estranged family gathers together in New York for an event celebrating the artistic work of their father.'],The Meyerowitz Stories (New and Selected),112,Dustin Hoffman,20443,2017
1225,PG-13,Stuart Hazeldine,Drama,57330873,6.3,32,"['A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""']",The Shack,132,Stuart Hazeldine,20278,2017
1226,PG-13,Stuart Hazeldine,Fantasy,57330873,6.3,32,"['A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""']",The Shack,132,Stuart Hazeldine,20278,2017
1227,PG-13,Stuart Hazeldine,Drama,57330873,6.3,32,"['A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""']",The Shack,132,Sam Worthington,20278,2017
1228,PG-13,Stuart Hazeldine,Fantasy,57330873,6.3,32,"['A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""']",The Shack,132,Sam Worthington,20278,2017
1229,PG-13,Stuart Hazeldine,Drama,57330873,6.3,32,"['A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""']",The Shack,132,Octavia Spencer,20278,2017
1230,PG-13,Stuart Hazeldine,Fantasy,57330873,6.3,32,"['A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""']",The Shack,132,Octavia Spencer,20278,2017
1231,PG-13,Stuart Hazeldine,Drama,57330873,6.3,32,"['A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""']",The Shack,132,Tim McGraw,20278,2017
1232,PG-13,Stuart Hazeldine,Fantasy,57330873,6.3,32,"['A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""']",The Shack,132,Tim McGraw,20278,2017
1233,R,Ruben Östlund,Comedy,1466046,7.5,72,"[""A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.""]",The Square,142,Ruben Östlund,20269,2017
1234,R,Ruben Östlund,Drama,1466046,7.5,72,"[""A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.""]",The Square,142,Ruben Östlund,20269,2017
1235,R,Ruben Östlund,Comedy,1466046,7.5,72,"[""A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.""]",The Square,142,Claes Bang,20269,2017
1236,R,Ruben Östlund,Drama,1466046,7.5,72,"[""A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.""]",The Square,142,Claes Bang,20269,2017
1237,R,Ruben Östlund,Comedy,1466046,7.5,72,"[""A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.""]",The Square,142,Elisabeth Moss,20269,2017
1238,R,Ruben Östlund,Drama,1466046,7.5,72,"[""A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.""]",The Square,142,Elisabeth Moss,20269,2017
1239,R,Ruben Östlund,Comedy,1466046,7.5,72,"[""A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.""]",The Square,142,Dominic West,20269,2017
1240,R,Ruben Östlund,Drama,1466046,7.5,72,"[""A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.""]",The Square,142,Dominic West,20269,2017
1241,R,Joseph Ruben,Drama,,6.8,26,['The Ottoman Lieutenant is a love story between an idealistic American nurse and a Turkish officer in World War I.'],The Ottoman Lieutenant,106,Joseph Ruben,20241,2017
1242,R,Joseph Ruben,War,,6.8,26,['The Ottoman Lieutenant is a love story between an idealistic American nurse and a Turkish officer in World War I.'],The Ottoman Lieutenant,106,Joseph Ruben,20241,2017
1243,R,Joseph Ruben,Drama,,6.8,26,['The Ottoman Lieutenant is a love story between an idealistic American nurse and a Turkish officer in World War I.'],The Ottoman Lieutenant,106,Michiel Huisman,20241,2017
1244,R,Joseph Ruben,War,,6.8,26,['The Ottoman Lieutenant is a love story between an idealistic American nurse and a Turkish officer in World War I.'],The Ottoman Lieutenant,106,Michiel Huisman,20241,2017
1245,R,Joseph Ruben,Drama,,6.8,26,['The Ottoman Lieutenant is a love story between an idealistic American nurse and a Turkish officer in World War I.'],The Ottoman Lieutenant,106,Hera Hilmar,20241,2017
1246,R,Joseph Ruben,War,,6.8,26,['The Ottoman Lieutenant is a love story between an idealistic American nurse and a Turkish officer in World War I.'],The Ottoman Lieutenant,106,Hera Hilmar,20241,2017
1247,R,Joseph Ruben,Drama,,6.8,26,['The Ottoman Lieutenant is a love story between an idealistic American nurse and a Turkish officer in World War I.'],The Ottoman Lieutenant,106,Josh Hartnett,20241,2017
1248,R,Joseph Ruben,War,,6.8,26,['The Ottoman Lieutenant is a love story between an idealistic American nurse and a Turkish officer in World War I.'],The Ottoman Lieutenant,106,Josh Hartnett,20241,2017
1249,PG-13,Sean Anders,Comedy,104029443,6,30,"[""Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays.""]",Daddy's Home 2,100,Sean Anders,20207,2017
1250,PG-13,Sean Anders,Comedy,104029443,6,30,"[""Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays.""]",Daddy's Home 2,100,Will Ferrell,20207,2017
1251,PG-13,Sean Anders,Comedy,104029443,6,30,"[""Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays.""]",Daddy's Home 2,100,Mark Wahlberg,20207,2017
1252,PG-13,Sean Anders,Comedy,104029443,6,30,"[""Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays.""]",Daddy's Home 2,100,Mel Gibson,20207,2017
1253,PG-13,Dorota Kobiela,Animation,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Dorota Kobiela,19937,2017
1254,PG-13,Dorota Kobiela,Biography,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Dorota Kobiela,19937,2017
1255,PG-13,Dorota Kobiela,Crime,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Dorota Kobiela,19937,2017
1256,PG-13,Dorota Kobiela,Animation,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Hugh Welchman,19937,2017
1257,PG-13,Dorota Kobiela,Biography,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Hugh Welchman,19937,2017
1258,PG-13,Dorota Kobiela,Crime,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Hugh Welchman,19937,2017
1259,PG-13,Dorota Kobiela,Animation,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Douglas Booth,19937,2017
1260,PG-13,Dorota Kobiela,Biography,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Douglas Booth,19937,2017
1261,PG-13,Dorota Kobiela,Crime,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Douglas Booth,19937,2017
1262,PG-13,Dorota Kobiela,Animation,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Jerome Flynn,19937,2017
1263,PG-13,Dorota Kobiela,Biography,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Jerome Flynn,19937,2017
1264,PG-13,Dorota Kobiela,Crime,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Jerome Flynn,19937,2017
1265,PG-13,Dorota Kobiela,Animation,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Robert Gulaczyk,19937,2017
1266,PG-13,Dorota Kobiela,Biography,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Robert Gulaczyk,19937,2017
1267,PG-13,Dorota Kobiela,Crime,6681942,7.9,62,"[""In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.""]",Loving Vincent,94,Robert Gulaczyk,19937,2017
1268,TV-MA,Charlie McDowell,Drama,,6.3,55,"['Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.']",The Discovery,102,Charlie McDowell,19484,2017
1269,TV-MA,Charlie McDowell,Mystery,,6.3,55,"['Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.']",The Discovery,102,Charlie McDowell,19484,2017
1270,TV-MA,Charlie McDowell,Romance,,6.3,55,"['Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.']",The Discovery,102,Charlie McDowell,19484,2017
1271,TV-MA,Charlie McDowell,Drama,,6.3,55,"['Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.']",The Discovery,102,Robert Redford,19484,2017
1272,TV-MA,Charlie McDowell,Mystery,,6.3,55,"['Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.']",The Discovery,102,Robert Redford,19484,2017
1273,TV-MA,Charlie McDowell,Romance,,6.3,55,"['Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.']",The Discovery,102,Robert Redford,19484,2017
1274,TV-MA,Charlie McDowell,Drama,,6.3,55,"['Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.']",The Discovery,102,Mary Steenburgen,19484,2017
1275,TV-MA,Charlie McDowell,Mystery,,6.3,55,"['Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.']",The Discovery,102,Mary Steenburgen,19484,2017
1276,TV-MA,Charlie McDowell,Romance,,6.3,55,"['Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.']",The Discovery,102,Mary Steenburgen,19484,2017
1277,TV-MA,Charlie McDowell,Drama,,6.3,55,"['Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.']",The Discovery,102,Brian McCarthy,19484,2017
1278,TV-MA,Charlie McDowell,Mystery,,6.3,55,"['Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.']",The Discovery,102,Brian McCarthy,19484,2017
1279,TV-MA,Charlie McDowell,Romance,,6.3,55,"['Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.']",The Discovery,102,Brian McCarthy,19484,2017
1280,R,David Gordon Green,Biography,4211129,7,76,"['Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.']",Stronger,119,David Gordon Green,19399,2017
1281,R,David Gordon Green,Drama,4211129,7,76,"['Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.']",Stronger,119,David Gordon Green,19399,2017
1282,R,David Gordon Green,Biography,4211129,7,76,"['Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.']",Stronger,119,Jake Gyllenhaal,19399,2017
1283,R,David Gordon Green,Drama,4211129,7,76,"['Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.']",Stronger,119,Jake Gyllenhaal,19399,2017
1284,R,David Gordon Green,Biography,4211129,7,76,"['Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.']",Stronger,119,Tatiana Maslany,19399,2017
1285,R,David Gordon Green,Drama,4211129,7,76,"['Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.']",Stronger,119,Tatiana Maslany,19399,2017
1286,R,David Gordon Green,Biography,4211129,7,76,"['Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.']",Stronger,119,Miranda Richardson,19399,2017
1287,R,David Gordon Green,Drama,4211129,7,76,"['Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.']",Stronger,119,Miranda Richardson,19399,2017
1288,R,Malcolm D. Lee,Comedy,115108515,6.3,71,"[""When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling, and romancing to make the Big Easy blush.""]",Girls Trip,122,Malcolm D. Lee,18923,2017
1289,R,Malcolm D. Lee,Comedy,115108515,6.3,71,"[""When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling, and romancing to make the Big Easy blush.""]",Girls Trip,122,Regina Hall,18923,2017
1290,R,Malcolm D. Lee,Comedy,115108515,6.3,71,"[""When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling, and romancing to make the Big Easy blush.""]",Girls Trip,122,Queen Latifah,18923,2017
1291,R,Malcolm D. Lee,Comedy,115108515,6.3,71,"[""When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling, and romancing to make the Big Easy blush.""]",Girls Trip,122,Jada Pinkett Smith,18923,2017
1292,PG-13,Joseph Kosinski,Biography,18340051,7.8,72,"['Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.']",Only the Brave,134,Joseph Kosinski,18614,2017
1293,PG-13,Joseph Kosinski,Drama,18340051,7.8,72,"['Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.']",Only the Brave,134,Joseph Kosinski,18614,2017
1294,PG-13,Joseph Kosinski,Biography,18340051,7.8,72,"['Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.']",Only the Brave,134,Josh Brolin,18614,2017
1295,PG-13,Joseph Kosinski,Drama,18340051,7.8,72,"['Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.']",Only the Brave,134,Josh Brolin,18614,2017
1296,PG-13,Joseph Kosinski,Biography,18340051,7.8,72,"['Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.']",Only the Brave,134,Miles Teller,18614,2017
1297,PG-13,Joseph Kosinski,Drama,18340051,7.8,72,"['Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.']",Only the Brave,134,Miles Teller,18614,2017
1298,PG-13,Joseph Kosinski,Biography,18340051,7.8,72,"['Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.']",Only the Brave,134,Jeff Bridges,18614,2017
1299,PG-13,Joseph Kosinski,Drama,18340051,7.8,72,"['Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.']",Only the Brave,134,Jeff Bridges,18614,2017
